beta,scale,edge_density,local_var,entropy,image_idx
0.8292534328539257,0.03646444905670841,0.52657413,0.03968201,3.367750362582235,0
0.726017329906698,0.02262665112585573,0.42599997,0.04122588,3.391357044092977,0
1.2289370191436286,0.044260698147327235,0.3490993,0.011510309,2.78717839878847,0
1.0336615831872227,0.031292420566488816,0.29575485,0.013355151,2.7374446013858216,0
0.5596410399086382,0.003324846435578674,0.18860056,0.014383949,1.7827037537068604,0
0.6531536751842908,0.004905698573823732,0.19109178,0.015721949,1.8222201890414433,0
0.9755846634488987,0.008248679679955326,0.11427925,0.0023359586,1.4627790464072885,0
0.7514028150633041,0.004586897191086726,0.085251756,0.0024961557,1.0241031876267506,0
0.5546517280589236,0.0068899826653478526,0.24020155,0.037468962,2.7232157603847713,0
1.2634596587546734,0.08466965441987959,0.4616856,0.043165132,3.624540292843543,0
0.7498229601562575,0.004392910620505027,0.12014197,0.004971145,1.1751014572035394,0
1.9185500809166016,0.00791497271627727,0.020455822,4.151536e-05,-0.0,0
1.511393220883544,0.11509134890764489,0.28033292,0.01624111,2.9708355619331743,0
0.4455215311730264,0.004874872693537591,0.33743283,0.12336287,3.211720425655405,0
0.8199871358484655,0.005367374799827592,0.09465131,0.0024237125,0.6447360374590945,0
0.5214040622454145,0.004446104717693339,0.37836987,0.027502207,2.4827922911929035,0
1.5990991763354816,0.07152278356815471,0.17333284,0.006716374,2.0796783489733084,1
1.3886395860225957,0.0693287040964827,0.26663262,0.02109655,3.0860098598472794,1
1.7640667599199389,0.12327213461856028,0.32814482,0.010336229,2.5971022788914424,1
0.7507557788138668,0.033940733889810726,0.380715,0.06859811,3.776420369143721,1
1.796686081729906,0.06896086880497336,0.12076958,0.0024091834,1.7822570612840325,1
1.832288233992327,0.06825938148099545,0.1254272,0.001693665,1.5931675843154829,1
1.3863711135027825,0.09618119849266236,0.3977239,0.028420739,3.3771094229477163,1
0.8337233868908203,0.02385015443003262,0.33163148,0.024048973,3.0650640226580292,1
1.0823644737417586,0.04511393180172865,0.22972071,0.017365225,2.8464630617803115,1
1.5046619272479358,0.06953802566346767,0.15230343,0.004058987,2.1276691560855343,1
1.501710259329161,0.07523436679555386,0.35100025,0.019466067,2.780586654565887,1
1.2923312011954275,0.034883952868467585,0.26770717,0.007957494,2.4653290675873922,1
1.0398435374421298,0.03717909909351015,0.26092672,0.018364796,3.0555881750138756,1
1.5371063409549333,0.06272263395841668,0.21086666,0.006636762,2.362181786504571,1
1.5541017273708504,0.0679240916109902,0.18716063,0.0032636807,1.9482103333293221,1
1.3632775568352744,0.07778347697191272,0.31937975,0.014682841,2.933718071689474,1
1.6001339043036635,0.06519965507941634,0.1546557,0.004872093,1.9117787676669817,2
1.4668153052069042,0.07124175718156538,0.23936343,0.010361304,2.665591865507901,2
1.4805424497536421,0.11321444014198838,0.40678793,0.019378025,3.061840244127712,2
0.8367726582655991,0.021150660962369294,0.31372482,0.018666372,2.882896801934681,2
1.745904943824871,0.06254328657851806,0.11748104,0.0034857052,1.946404397498054,2
2.0306071808013613,0.06741193543204965,0.15026788,0.0026804777,1.7057577204098324,2
1.3476157761857688,0.07906134031723017,0.4527322,0.03346374,3.485444369103054,2
0.8508787313604879,0.01590050090678681,0.27676606,0.0078409705,2.332007797379436,2
0.9381020317741793,0.03544366292360837,0.23729017,0.02421897,3.048177473966833,2
1.8620658048382503,0.07102583282514635,0.20356998,0.003918318,2.1121169990233546,2
1.506132576951452,0.060580838220211625,0.33424047,0.014870812,2.792459274936899,2
1.012627776549198,0.02975837403740942,0.2712687,0.011841787,2.728913349028719,2
1.0829768618395978,0.03757902486078939,0.25318474,0.0129616335,2.808929749880923,2
1.9330273842089023,0.059699176943732696,0.16498804,0.0022937255,1.7269483496982119,2
1.6714693265733045,0.057196865424646366,0.17124817,0.0027717517,1.8859952937166056,2
1.3630558164711317,0.07186992541333924,0.2755646,0.014322328,2.909283036096776,2
1.7588047902129635,0.06479566947381736,0.12378894,0.002017845,1.6062314250682586,3
1.4991613304386349,0.05400542371635201,0.18820825,0.0047290097,2.110683729851988,3
1.861313750306601,0.10890221806545014,0.35977274,0.016229842,2.956898022678515,3
0.7180044684189343,0.020750409159201483,0.37221074,0.051197704,3.494375671771169,3
1.4587622939399463,0.04841604813376629,0.16124195,0.0056746714,2.218199674996104,3
1.5315165356989926,0.050752409453232866,0.12467724,0.0022139563,1.7211364528565756,3
1.1923257983297109,0.05792553772161402,0.43678352,0.034649055,3.4100561768620556,3
0.9062376174117428,0.018268913894996484,0.2749167,0.013267965,2.7127081680987115,3
0.9929027673380915,0.03026568426889043,0.2649529,0.021056063,3.0810425946675437,3
1.6735859792260002,0.05796966170649491,0.19364469,0.0067593325,2.466218730367888,3
1.5037990548851605,0.05031931317975262,0.2769552,0.006499104,2.3569003341113035,3
1.0685673619416782,0.03738942064593768,0.31563312,0.019616086,3.12767029185727,3
1.145021555900112,0.032451280074651645,0.25104043,0.012149853,2.7142139294497327,3
1.546326657323974,0.04526076661956044,0.1848841,0.0044619497,2.1172181756926847,3
1.957216161582949,0.05142789436628814,0.1556149,0.0031472475,1.9384999037990964,3
1.5062418183403539,0.055667660277195594,0.2475031,0.010562966,2.524046632488422,3
0.8933048424918515,0.024316231198081486,0.2104851,0.004757905,1.454528390179281,4
0.9081446895784677,0.03752764154332379,0.43557197,0.012907241,2.4968165624977763,4
0.7965725325229733,0.02111056334424497,0.30668092,0.018481946,1.9009313219821267,4
